1050874584717819904,1
1050874742654345217,1
1050876603083964421,1
1050876661674184705,1
1050876726794964992,0
1050876732750946304,1
1050876830415278081,0
1050877264760623104,1
1050877300231819269,0
1050877617971314688,1
1050877728495407104,0
1050879388189949952,1
1050879812955443203,1
1050879929968156673,1
1050880897170530306,1
1050881783200444416,0
1050883381138006017,0
1050883653411192832,1
1050883803336663042,1
1050884060741074945,0
1050884312135020544,0
1050884709155332096,1
1050884712959479808,1
1050884757360467968,0
1050884891854983168,1
1050885782607671297,0
1050886283650846721,1
1050886452710653952,0
1050886509719683072,1
1050887308151586816,0
1050887621298348037,1
1050888049771593729,1
1050889646618681351,1
1050889823811186690,1
1050890036688896007,1
1050890442718482432,0
1050890458241658880,1
1050890989488013312,0
1050891336625348618,1
1050891719422697474,1
1050891959936737281,1
1050892123850063872,1
1050892305635397632,1
1050892652412104705,0
1050893016024657921,0
1050895436268097536,1
1050895678107541510,1
1050896180220256256,1
1050896277276372994,1
1050896775605825543,0
1050897564583780357,0
1050898112603193344,1
1050898545690247168,0
1050899601467817984,0
1050900481265074176,1
1050900564014505986,1
1050900838334517250,1
1050901515647496193,1
1050901910222462979,1
1050902525090680833,1
1050902589913620483,0
1050903230157348865,0
1050903404632072192,0
1050903614003322880,1
1050904976208404485,0
1050904989869203457,0
1050905136145592320,1
1050905328345329670,1
1050905365477556224,1
1050905405428240384,1
1050905489914122243,1
1050905539197239296,1
1050906793956782082,1
1050907822584750080,0
1050907845552721920,0
1050908348156190720,1
1050908480201220098,1
1050908604314869760,1
1050909055240347648,0
1050909656611217408,1
1050909717512499200,1
1050909816586166273,0
1050910266978967552,1
1050911017566396417,0
1050911239919071237,0
1050911372693921793,0
1050911753062809601,0
1050912882580488193,0
1050912952990269441,1
1050913120024186881,1
1050913202668625920,1
1050914110928560129,0
1050914353053126656,1
1050914590303944705,0
1050914896895008769,0
1050915953343717377,1
1050916162836549632,1
1050916280549687296,1
1050916540680425472,1
1050917413154361344,1
1050917718243782656,1
1050919686999814144,1
1050920041598935040,1
1050920820070072321,1
1050921037213384704,0
1050921444505505793,0
1050921930948313088,0
1050922592260038657,1
1050922604780052480,1
1050923150249201664,1
1050924328198569984,1
1050924673586872320,1
1050925409020317696,1
1050925790022565888,1
1050925952635756544,1
1050927210016763905,1
1050928678740393990,0
1050929494494724096,1
1050930093697187840,1
1050930593888911361,1
1050930737971691521,1
1050931404148809728,0
1050932867243679744,0
1050934195923681280,1
1050934388182126592,1
1050936714770993154,0
1050938582746185728,1
1050939258826104832,1
1050939359782952960,1
1050939413063196674,0
1050939660871045120,1
1050940069283069952,1
1050941064733970432,1
1050941733113131008,1
1050941850243227648,0
1050942547990855680,1
1050943067602214912,1
1050943202025459713,1
1050943567282229248,0
1050944725287690240,0
1038113823402729473,1
1038113837298458624,1
1038114026872549376,0
1038114072519208960,1
1038114106279120897,1
1038114130689974278,1
1038114156615032832,1
1038114328375898112,0
1038114339750899713,1
1038114375092117506,1
1038114420537401344,1
1038114482927624192,1
1038114623633936384,1
1038114727111610368,1
1038114832128651264,1
1038114834397712385,1
1038114954384224256,0
1038115009350561792,1
1038115139801755649,1
1038115189869236226,1
1038115279597969409,1
1038115353107279872,1
1038115353870651393,1
1038115368122961920,0
1038115407507480577,1
1038115514042613760,1
1038115567679557632,1
1038115794922684416,1
1038115812404592641,0
1038115831518048257,1
1038115914699472896,1
1038115967027634177,1
1038116189677989896,1
1038116213866594305,0
1038116219495301120,1
1038116553269686272,0
1038116834631999488,1
1038116836456521728,1
1038116911190601730,1
1038117024009003009,1
1038117049321619456,1
1038117146230972416,1
1038117169010278401,1
1038117181890998272,1
1038117320823058432,1
1038117322395930625,1
1038117373537120264,1
1038117429279424519,0
1038117488935034880,1
1038117491275386880,1
1038117550880481282,1
1038117719802109958,1
1038117789154922496,1
1038117913167896578,1
1038118090532380672,1
1038118091329294339,0
1038118251216207872,0
1038118307222757381,0
1038118381759746048,1
1038118387740798976,1
1038118420556996609,1
1038118429683798016,1
1038118454660943872,1
1038118699146903553,1
1038118700828819457,1
1038118956358426624,1
1038119001333932033,1
1038119031377682433,1
1038119036142460928,1
1038119036041740288,1
1038119322877652992,1
1038119424295927808,1
1038119552599642114,1
1038119587466883072,1
1038119607641559041,1
1038119613240881152,1
1038119644257763333,1
1038119647210549250,0
1038119733600641026,0
1038120129530228736,1
1038120137965166592,1
1038120221377212416,1
1038120261151805440,1
1038120524210221057,1
1038120582414524416,1
1038120654292307969,1
1038120678703214593,1
1038120744482492417,1
1038120853739851777,1
1038120863294521344,1
1038120879564222464,1
1038120932760543232,1
1038121022636154880,1
1038121068081369088,1
1038121105121325057,0
1038121203939065857,1
1038121227230093314,1
1038121290866012160,1
1038121517006168064,1
1038121519245864960,1
1038121603215839232,0
1038121609943502849,1
1038121676649754625,1
1038121747856416769,1
1038121796049035264,1
1038121821051252736,1
1038121822968049664,1
1038121824733863937,0
1038121849513754625,0
1038121884234252288,1
1038121948511916032,1
1038122001364340736,1
1038122129718427649,1
1038122149742043138,0
1038122178896715776,1
1038122252296957955,1
1038122382295293955,1
1038122463643791360,0
1038122578056044551,1
1038122646590955521,1
1038122953802756097,1
1038123026791981056,1
1038123040465403904,1
1038123047797047299,1
1038123239229333504,1
1038123362499919872,1
1038123532666986496,1
1038123686883221504,1
1038123850721099782,1
1038124252715778048,1
1038124317597466624,0
1038124455032176640,1
1038124488414715905,1
1038124645453647878,1
1038124682862624770,1
1038124729914335232,1
1038124742820208646,1
1038124882251456512,1
1038124996265222145,1
1038125081019465728,0
1038125169401839616,0
1038125218131271680,1
1038125325442600966,1
1038125406828875782,1
1038125428597305346,1
1038125527469629440,1
1038125634361466881,1
1038125685896818688,1
1038125742729637890,1
1038125746026364929,0
1038125860442832896,1
1038125884065099776,1
1038126137031962625,1
1038126206200233984,1
1038126212403609600,1
1038126297413832706,1
1038126303428452352,1
1038126417882636288,1
1038126451525132288,0
1038126523235139584,1
1038126524195594240,1
1038114029666033664,1
1038114156522729472,1
1038114267273285634,1
1038115302591094784,1
1038116021050253313,1
1038116492322189312,1
1038117699224850433,1
1038118033150095361,1
1038118074518528000,1
1038119226836496386,0
1038119971937763328,1
1038120674433413120,1
1038124078643793921,1
1038125298552897536,1
1038126353802043393,1
1038126544860991489,0
1038126551127207936,1
1038126790374555648,0
1038126839724732416,0
1038126961074298880,1
1038126998856650752,1
1038127076648333312,1
1038127139663437825,1
1038127167442444296,1
1038127230235430913,1
1038127234756882432,1
1038127397256744960,1
1038127423198568449,1
1038127520195985410,0
1038127625074556928,1
1038127685757820928,1
1038127690241462273,1
1038127697149521920,1
1038127720620863494,1
1038127798018367489,1
1038127800971157505,1
1038128076599816193,1
1038128279797018624,1
1038128509720424451,1
1038128516066422785,1
1038128698317307906,1
1038128707679006720,1
1038128722598158336,1
1038128757276647424,1
1038128764075618306,1
1038128774548729856,1
1038129003880751105,1
1038129010390315014,1
1038129019252817920,0
1038129039079337984,1
1038129149834092549,0
1038129319913115648,0
1038129561144360960,1
1038129623899533313,1
1038129634251104256,0
1038129688374337536,1
1038129710813859843,1
1038129740601798657,0
1038129745953738753,0
1038129791063535619,1
1038129899838603265,1
1038129944080142343,1
1038130073302446080,0
1038130112485572610,0
1038130179812540416,1
1038130256056598528,1
1038130272846393344,1
1038130461875359744,1
1038130470582722560,0
1038130477843079169,1
1038130596709650435,1
1038130634676477954,1
1038130647888551938,0
1038130783117090818,1
1038130800250769408,1
1038130820509315075,1
1038130963878957056,1
1038131085673201667,1
1038131478851473408,1
1038131522702852097,1
1038131545385652224,1
1038131583046348800,1
1038131608153456640,1
1038131625463300096,1
1038131752865280002,0
1038131765850845185,1
1038131925238657029,1
1038132095648972800,1
1038132290503598080,0
1038132293435621377,1
1038132370401050625,1
1038132385936748544,1
1038132411136131073,1
1038132458456313856,1
1038132466672914439,1
1038132515561762817,1
1038132721044860928,0
1038132816553365504,1
1038132871423254529,1
1038132924565123072,1
1038132932639109120,1
1038133048271937536,1
1038133132715876352,1
1038133138436890624,1
1038133302698356736,1
1038133488422137856,0
1038133561453424640,0
1038133570194337793,1
1038133646316716035,1
1038133830027227136,1
1038133834364203008,0
1038133859131568134,1
1038133867822112769,0
1038133923182792704,0
1038133955411750913,1
1038134086097952768,0
1038134131501277184,1
1038134131539030016,0
1038134206893838336,1
1038134215919980544,1
1038134268487249920,1
1038134299382439936,0
1038134404529442816,1
1038134478315679745,1
1038134563413872641,1
1038134581822717953,1
1038134655004884998,1
1038134782348222466,1
1038134787620450305,1
1038134847703842819,0
1038134878284521472,1
1038134916658200577,1
1038134930142838784,1
1038134934689468416,1
1038134949373779973,1
1038134999592132608,1
1038135026070814720,1
1038135121688322048,1
1038135186800693248,0
1038135249191030784,0
1038135325371949056,1
1038135339305582594,1
1038135372344160257,0
1038135435296428033,0
1038135444427472896,1
1038135476425773056,0
1038135643027714048,0
1038135658181742592,1
1038135693321678849,0
1038135745700155392,1
1038135795121643520,0
1038135856433979392,1
1038135873001455616,1
1038135978010046466,1
1038135985777860609,1
1038136108683612166,1
1038136129785147393,1
1038136262203514881,0
1038136324996382720,1
1038136394487611392,1
1038136409025064961,1
1038136494609899520,0
1038136561920102400,1
1038136805793648646,1
1038136853847789568,1
1038136879550476288,1
1038136930834231296,0
1038136999012691968,1
1038137042989928449,1
1038137117224914947,1
1038137168571625472,1
1038137200175710208,1
1038137246715666432,1
1038137280404312064,1
1038137286611873797,1
1038137385157095424,1
1038137618364608512,1
1038137736312578049,0
1038137835759591424,1
1038137848132710401,1
1038137921289760768,1
1038137979515088896,1
1038138171278741504,1
1038138285854474241,1
1038138390309429249,0
1038138600817340417,1
1038138725803405313,1
1038138823887204352,1
1038138991441268736,1
1038139047217192960,0
1038139109812973568,1
1038139140003516417,1
1038139265694265344,1
1038139358044475392,1
1038139474000134145,1
1038139596251557888,1
1038139607001563136,1
1038139635115978752,1
1038139863416139776,1
1038139890909806592,1
1038140259060645888,1
1038140268409700353,1
1038140333513687040,1
1038140348319625216,0
1038140393823645696,0
1038140595259301888,1
1038140599814316033,1
1038140750423379968,1
1038140795809878016,1
1038140812314521600,1
1038140862323216385,1
1038140888361455616,1
1038140933907378176,1
1038140985413459968,1
1038141149532155904,1
1038141500817895424,1
1038141713154535425,1
1038141727008350209,1
1038141821556285440,1
1038141899603886080,1
1038142083553472512,1
1038142356900536321,1
1038142568905809920,1
1038142603949207552,1
1038142652183662594,1
1038142706483191808,1
1038142753354473474,0
1038142974901858305,0
1038143045332619265,1
1038143326040535041,0
1038143438846406656,1
1038143560988676097,1
1038143631687933952,0
1038144196299902976,1
1038144394082304000,1
1038144404245106688,1
1038144422637129730,1
1038144470469029889,1
1038144581831979008,1
1038144624139874304,0
1038144704553082881,1
1038144904088707074,1
1038144931792076802,1
1038144961336750080,1
1038145121676664832,1
1038145215696121857,1
1038145318980919296,1
1038145349653852163,1
1038145407002525698,1
1038145434005450752,0
1038145514380959744,1
1038145531980271616,1
1038145619167256576,1
1038145637198573568,1
1038145701186863104,1
1038145721663455233,1
1038145956628365313,1
1038145988475715585,0
1038145988651823105,0
1038146108940271616,0
1038146426373660673,1
1038146537283563520,1
1038146610637807616,1
1038146748374548480,1
1038146803714191360,1
1038146832881340417,1
1038146967002664960,1
1038147092454277120,1
1038147173580455936,1
1038147264831803393,1
1038147307454312449,1
1038147352056475649,1
1038147562455359488,0
1038147648094711808,0
1038147653777932288,0
1038147813375463425,1
1038147860120981504,1
1038147943885357059,1
1038148176300204032,1
